,episode,time_sec,step,action,reward
248,1,1245,249.0,"0,0,2,0,2,0,0,0,2,2,0,1,1,0,3,2,1,2,4,0,0,0,4,2,0",-348.20000000000005
249,1,1250,250.0,"2,0,0,0,2,2,2,0,2,0,1,4,0,3,4,2,2,0,4,2,3,3,3,2,0",-344.4
250,1,1255,251.0,"1,0,2,2,2,4,1,0,4,2,0,0,0,4,2,2,2,3,0,0,2,2,0,2,0",-311.0
251,1,1260,252.0,"1,2,0,3,3,3,3,2,0,0,0,4,3,4,0,2,0,3,4,2,2,0,2,4,0",-303.80000000000007
252,1,1265,253.0,"4,1,3,0,4,3,1,0,0,3,2,3,3,1,2,3,0,1,2,4,3,0,4,3,0",-331.0
253,1,1270,254.0,"0,0,2,0,3,3,0,1,1,0,1,0,0,2,0,3,2,4,1,1,3,0,2,3,2",-377.40000000000003
254,1,1275,255.0,"4,0,4,0,3,2,0,2,1,3,2,2,2,1,0,0,1,4,3,0,0,0,4,3,2",-376.0
255,1,1280,256.0,"1,1,2,2,2,0,3,3,2,0,0,1,2,0,4,0,3,4,3,1,2,2,2,2,4",-382.0
256,1,1285,257.0,"0,2,0,0,4,0,3,3,2,4,1,1,0,0,1,1,0,4,4,3,0,2,0,0,0",-343.80000000000007
257,1,1290,258.0,"2,4,2,0,3,2,0,3,1,4,3,0,0,3,4,1,0,0,3,3,1,0,3,0,0",-335.2
258,1,1295,259.0,"0,1,3,1,0,0,1,2,0,4,1,1,3,4,4,1,0,4,4,2,4,1,3,1,0",-335.0
259,1,1300,260.0,"4,0,2,0,2,3,0,3,4,3,0,1,2,1,4,1,3,0,0,2,0,0,2,4,2",-331.4
260,1,1305,261.0,"0,2,2,0,0,1,1,0,3,4,0,3,4,1,2,2,2,1,4,4,3,4,1,4,0",-381.59999999999997
261,1,1310,262.0,"4,0,2,0,2,0,1,3,0,4,3,1,2,1,2,2,0,3,4,3,1,0,0,3,1",-367.6
262,1,1315,263.0,"0,4,0,2,2,0,3,0,0,3,2,1,2,0,2,2,3,1,3,2,4,0,1,4,0",-392.20000000000005
263,1,1320,264.0,"0,4,4,1,2,2,2,2,1,2,0,1,0,3,4,3,3,2,4,3,3,3,2,4,2",-369.59999999999997
264,1,1325,265.0,"0,4,2,2,3,0,3,3,1,0,0,2,3,3,2,0,0,2,0,2,1,2,4,0,0",-326.80000000000007
265,1,1330,266.0,"0,3,0,2,2,2,0,2,1,0,0,3,0,1,2,0,1,3,0,4,2,0,0,1,2",-365.4
266,1,1335,267.0,"2,2,1,3,4,3,2,1,1,4,2,1,2,1,2,2,3,4,0,2,1,3,4,0,4",-399.0
267,1,1340,268.0,"3,0,2,0,2,0,0,3,0,0,0,3,3,0,2,4,0,1,4,2,2,1,3,3,0",-394.8
268,1,1345,269.0,"0,2,2,2,0,0,0,1,0,0,1,4,1,0,2,4,3,4,2,2,2,1,1,1,4",-450.6
269,1,1350,270.0,"0,4,4,3,2,0,1,0,1,2,1,3,2,0,4,2,3,0,1,0,0,2,3,1,0",-474.8
270,1,1355,271.0,"0,4,0,0,3,0,4,3,0,0,4,0,4,0,0,0,3,3,4,0,1,0,2,0,0",-436.0
271,1,1360,272.0,"4,0,0,3,3,0,0,1,3,3,2,2,4,1,4,4,0,4,1,0,3,0,2,0,0",-447.0
272,1,1365,273.0,"4,4,2,0,4,0,4,3,0,2,0,4,3,0,4,0,0,2,4,2,1,0,3,4,0",-446.40000000000003
273,1,1370,274.0,"0,1,1,2,3,0,2,2,0,2,4,3,3,0,2,2,1,3,3,3,1,0,0,0,0",-447.0
274,1,1375,275.0,"4,2,2,2,2,3,4,0,1,4,0,4,4,0,4,3,0,4,0,2,1,1,0,0,0",-446.4
275,1,1380,276.0,"2,4,2,1,2,2,1,0,2,1,0,1,2,3,0,3,0,0,1,1,4,1,0,4,3",-423.19999999999993
276,1,1385,277.0,"1,2,2,2,2,1,0,1,2,2,3,2,0,1,4,3,4,4,2,4,0,0,0,1,4",-389.8
277,1,1390,278.0,"3,0,2,2,1,4,1,4,2,2,0,2,4,4,3,0,1,3,1,0,0,0,3,0,1",-373.0
278,1,1395,279.0,"0,4,2,2,2,1,0,1,3,2,2,1,0,2,2,1,0,2,2,4,0,0,2,3,2",-378.6
