,episode,id,depart_sec,arrival_sec,duration_sec,wait_step,wait_sec
418,1,f_1_5.13,1041.00,1331.00,290.00,8,88.00
419,1,f_1_1.13,712.00,1331.00,619.00,15,360.00
420,1,f_1_1.14,722.00,1334.00,612.00,14,350.00
421,1,f_1_1.15,724.00,1336.00,612.00,15,339.00
422,1,f_3_10.19,1147.00,1336.00,189.00,5,65.00
423,1,f_3_10.22,1186.00,1338.00,152.00,6,37.00
424,1,f_3_11.12,1056.00,1339.00,283.00,10,145.00
425,1,f_2_2.43,964.00,1343.00,379.00,14,151.00
426,1,f_4_10.5,1225.00,1343.00,118.00,3,43.00
427,1,f_2_2.44,968.00,1345.00,377.00,12,171.00
428,1,f_1_1.16,742.00,1346.00,604.00,17,345.00
429,1,f_2_2.25,752.00,1347.00,595.00,24,278.00
430,1,f_2_2.26,758.00,1350.00,592.00,23,259.00
431,1,f_3_6.11,1139.00,1350.00,211.00,5,74.00
432,1,f_3_9.22,1186.00,1353.00,167.00,5,51.00
433,1,f_3_11.13,1069.00,1354.00,285.00,9,134.00
434,1,f_3_11.16,1108.00,1357.00,249.00,7,104.00
435,1,f_3_6.12,1161.00,1358.00,197.00,5,59.00
436,1,f_1_0.7,947.00,1360.00,413.00,15,167.00
437,1,f_3_11.17,1121.00,1360.00,239.00,7,90.00
438,1,f_4_6.3,1225.00,1360.00,135.00,3,9.00
439,1,f_3_7.4,987.00,1362.00,375.00,10,235.00
440,1,f_3_7.5,1009.00,1364.00,355.00,10,214.00
441,1,f_3_8.9,1096.00,1366.00,270.00,5,152.00
442,1,f_1_4.33,866.00,1369.00,503.00,21,247.00
443,1,f_3_8.10,1117.00,1369.00,252.00,6,128.00
444,1,f_3_11.18,1134.00,1372.00,238.00,7,85.00
445,1,f_3_9.23,1199.00,1376.00,177.00,4,51.00
446,1,f_3_7.6,1031.00,1377.00,346.00,11,196.00
447,1,f_3_10.20,1160.00,1377.00,217.00,6,83.00
